@relation 'XXXXXXL2 2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,3-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzly-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-9,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6'

@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {mezczyzna,kobieta}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
200,'\'(-inf-30.4]\'',mezczyzna,12,1136.86,1,9,14,zly
200,'\'(55.2-67.6]\'',kobieta,13,910,3,68,48,dobry
200,'\'(-inf-30.4]\'',kobieta,98,600,0,3,48,zly
300,'\'(-inf-30.4]\'',kobieta,12,1634,1,10,0,dobry
900,'\'(42.8-55.2]\'',mezczyzna,11,2500,2,205,48,dobry
200,'\'(67.6-inf)\'',kobieta,16,1076.83,0,137,48,zly
200,'\'(55.2-67.6]\'',kobieta,13,1216,3,141,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1280,3,15,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1300,0,67,48,dobry
450,'\'(30.4-42.8]\'',mezczyzna,11,2700,3,13,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1400,2,53,48,dobry
575.74,'\'(30.4-42.8]\'',mezczyzna,11,2050,3,117,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,16,1770,3,88,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1865,0,18,3,dobry
382.44,'\'(-inf-30.4]\'',mezczyzna,11,1888.27,2,76,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,1000,0,41,21,dobry
385.97,'\'(42.8-55.2]\'',kobieta,11,1721.7,3,120,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,1872,3,33,48,dobry
330.68,'\'(30.4-42.8]\'',kobieta,11,2709.34,3,182,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1015,3,109,48,dobry
200,'\'(42.8-55.2]\'',kobieta,12,984.34,2,16,4,dobry
300,'\'(67.6-inf)\'',kobieta,13,1239.98,0,257,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1200.29,0,20,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,1183,0,15,48,zly
200,'\'(55.2-67.6]\'',kobieta,13,2113.24,2,60,48,dobry
600,'\'(-inf-30.4]\'',mezczyzna,11,2700,3,63,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1454.91,2,41,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,907,1,236,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1457,2,78,48,zly
400,'\'(42.8-55.2]\'',kobieta,11,1300,0,33,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,12,1963.88,2,4,1,dobry
500,'\'(42.8-55.2]\'',kobieta,11,1800,3,52,48,dobry
500,'\'(42.8-55.2]\'',kobieta,12,1356,0,85,4,zly
281.29,'\'(55.2-67.6]\'',kobieta,11,1906.42,1,213,48,dobry
300,'\'(-inf-30.4]\'',kobieta,11,1300,0,21,48,zly
500,'\'(42.8-55.2]\'',mezczyzna,13,1900,3,150,48,dobry
600,'\'(55.2-67.6]\'',kobieta,13,1050,3,139,48,dobry
498.26,'\'(30.4-42.8]\'',kobieta,98,4000,3,17,48,dobry
900,'\'(55.2-67.6]\'',kobieta,13,1820,3,68,48,dobry
300,'\'(30.4-42.8]\'',kobieta,99,645.31,0,9,3,zly
300,'\'(55.2-67.6]\'',kobieta,13,1399.99,1,13,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1085,3,167,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1730.13,1,194,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1650,0,115,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,12,1457,0,5,2,zly
200,'\'(55.2-67.6]\'',mezczyzna,11,1500,2,399,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,11,1660,0,49,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,722.05,2,198,48,dobry
799.85,'\'(30.4-42.8]\'',kobieta,11,2050,1,27,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,12,988,0,7,4,zly
200,'\'(-inf-30.4]\'',mezczyzna,12,1100,0,32,28,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1443,3,32,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,17,728,3,100,32,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,2100,0,36,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,13,1503,2,166,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1362,3,55,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1244.77,3,38,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,932.34,3,398,48,dobry
300,'\'(-inf-30.4]\'',kobieta,11,901,2,39,48,dobry
200,'\'(55.2-67.6]\'',kobieta,17,1100,1,26,8,dobry
667.26,'\'(55.2-67.6]\'',mezczyzna,13,3040,3,202,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,2700,3,121,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,3100,3,121,48,dobry
299.97,'\'(42.8-55.2]\'',mezczyzna,11,3217,1,272,48,zly
300,'\'(55.2-67.6]\'',kobieta,13,1125,1,125,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,2110,3,101,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,865,3,127,48,dobry
300,'\'(-inf-30.4]\'',kobieta,12,1300,2,6,5,dobry
400,'\'(42.8-55.2]\'',kobieta,16,1362,3,28,48,dobry
300,'\'(-inf-30.4]\'',kobieta,12,1500,2,2,0,dobry
392.14,'\'(55.2-67.6]\'',kobieta,13,1668,3,91,48,dobry
200,'\'(55.2-67.6]\'',kobieta,11,983.97,1,77,48,dobry
200,'\'(-inf-30.4]\'',kobieta,12,980,3,8,2,dobry
500,'\'(30.4-42.8]\'',kobieta,11,1700,2,198,48,dobry
600,'\'(67.6-inf)\'',mezczyzna,13,2015.55,1,111,48,zly
200,'\'(55.2-67.6]\'',mezczyzna,13,1217,0,49,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,819,1,56,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,16,650.77,0,47,48,zly
600,'\'(42.8-55.2]\'',mezczyzna,12,2673.17,3,112,48,dobry
231.29,'\'(55.2-67.6]\'',kobieta,13,1107,1,13,48,dobry
1000,'\'(67.6-inf)\'',kobieta,13,2291,0,70,48,dobry
600,'\'(55.2-67.6]\'',kobieta,13,1400,3,248,48,dobry
300,'\'(55.2-67.6]\'',kobieta,16,634.64,2,136,48,dobry
300,'\'(42.8-55.2]\'',kobieta,98,911,3,98,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,992.84,3,121,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,1000,3,56,48,dobry
450,'\'(67.6-inf)\'',mezczyzna,13,2000,3,43,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1180,0,140,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1175,1,115,48,zly
500,'\'(55.2-67.6]\'',mezczyzna,11,2100,2,188,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1382,2,20,4,dobry
300,'\'(42.8-55.2]\'',kobieta,16,1072.89,3,122,48,dobry
200,'\'(30.4-42.8]\'',kobieta,11,1037.34,3,60,48,dobry
300,'\'(42.8-55.2]\'',kobieta,98,2200,3,24,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,11,1896.86,0,138,48,zly
200,'\'(42.8-55.2]\'',kobieta,11,1493.98,2,364,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1062,0,163,48,zly
1000,'\'(55.2-67.6]\'',kobieta,11,2670,3,88,48,dobry
200,'\'(42.8-55.2]\'',kobieta,99,1100,0,50,0,dobry
376.37,'\'(55.2-67.6]\'',mezczyzna,13,1500,3,22,48,dobry
600,'\'(55.2-67.6]\'',mezczyzna,13,3100,0,138,48,zly
200,'\'(-inf-30.4]\'',mezczyzna,98,690,0,6,48,zly
246.83,'\'(42.8-55.2]\'',kobieta,11,1344.9,2,45,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,98,583,0,113,48,zly
200,'\'(42.8-55.2]\'',mezczyzna,16,1045,2,200,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,720,0,234,48,dobry
250,'\'(67.6-inf)\'',kobieta,13,1016,1,190,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1032.34,3,3,8,dobry
200,'\'(42.8-55.2]\'',kobieta,11,967.64,2,322,48,dobry
600,'\'(30.4-42.8]\'',kobieta,11,1800,2,50,48,dobry
800,'\'(55.2-67.6]\'',kobieta,13,580,3,119,48,dobry
400,'\'(-inf-30.4]\'',mezczyzna,12,1224,0,3,0,zly
300,'\'(30.4-42.8]\'',mezczyzna,11,3619,0,40,48,zly
200,'\'(-inf-30.4]\'',kobieta,16,436,0,13,48,zly
296.54,'\'(42.8-55.2]\'',kobieta,12,1032,3,37,4,dobry
400,'\'(42.8-55.2]\'',kobieta,11,1577.42,0,206,48,dobry
400,'\'(55.2-67.6]\'',kobieta,16,1411,0,65,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,1460.17,0,60,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,11,2250.05,1,177,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,2066,3,129,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,3200,3,53,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1658,3,28,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1400,3,162,48,dobry
400,'\'(30.4-42.8]\'',kobieta,11,980.11,0,44,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1900,3,88,48,dobry
400,'\'(67.6-inf)\'',kobieta,16,980,3,131,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,1138,0,0,23,zly
600,'\'(30.4-42.8]\'',kobieta,12,1540,0,38,2,dobry
235.97,'\'(55.2-67.6]\'',mezczyzna,12,1100,3,21,15,dobry
200,'\'(67.6-inf)\'',mezczyzna,16,2600,0,446,48,zly
600,'\'(55.2-67.6]\'',mezczyzna,11,3335,3,438,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,815,0,145,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1185.33,3,226,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,12,1210,0,6,4,dobry
200,'\'(42.8-55.2]\'',kobieta,16,749.28,3,64,48,dobry
1000,'\'(42.8-55.2]\'',mezczyzna,98,583,0,137,48,zly
670,'\'(55.2-67.6]\'',kobieta,13,930,0,93,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,16,1528,1,379,48,zly
350,'\'(42.8-55.2]\'',kobieta,17,547.89,0,55,4,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1426,3,77,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1031,1,121,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,840,1,113,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,670,3,8,4,dobry
800,'\'(55.2-67.6]\'',kobieta,13,3700,3,25,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1100,0,105,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,16,1473.04,0,166,48,dobry
350,'\'(67.6-inf)\'',mezczyzna,13,1519,0,256,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,599.03,2,18,0,dobry
200,'\'(55.2-67.6]\'',kobieta,98,980,2,8,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1026,3,249,48,dobry
218.32,'\'(55.2-67.6]\'',kobieta,13,975,3,26,48,dobry
393.99,'\'(55.2-67.6]\'',mezczyzna,11,2947,3,52,48,dobry
1000,'\'(-inf-30.4]\'',mezczyzna,11,3200,0,2,48,zly
694,'\'(30.4-42.8]\'',kobieta,11,1900,3,209,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,2100,0,161,48,dobry
800,'\'(30.4-42.8]\'',mezczyzna,12,1500,0,32,4,dobry
300,'\'(55.2-67.6]\'',mezczyzna,16,1151,0,364,48,dobry
277.34,'\'(30.4-42.8]\'',kobieta,11,1770,3,87,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,1977,1,54,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1287.66,2,96,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,900,3,93,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,2251.79,0,257,48,zly
300,'\'(67.6-inf)\'',mezczyzna,13,960,3,140,48,dobry
400,'\'(67.6-inf)\'',kobieta,13,1413,0,166,48,zly
300,'\'(-inf-30.4]\'',mezczyzna,12,1800,0,34,28,zly
200,'\'(55.2-67.6]\'',kobieta,13,1083.23,1,97,48,dobry
800,'\'(42.8-55.2]\'',kobieta,13,3440,3,50,48,dobry
427.09,'\'(42.8-55.2]\'',mezczyzna,98,3178,3,202,48,dobry
400,'\'(67.6-inf)\'',mezczyzna,13,1772.53,0,283,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,803.86,3,158,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1026,3,54,48,dobry
297.69,'\'(55.2-67.6]\'',kobieta,13,1014,1,184,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,13,1193.65,2,8,48,dobry
285.97,'\'(30.4-42.8]\'',kobieta,98,1200,3,45,48,dobry
328.32,'\'(42.8-55.2]\'',kobieta,12,1000,3,31,4,dobry
328,'\'(55.2-67.6]\'',mezczyzna,12,1000,3,11,3,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1400,3,117,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,12,1286,0,0,1,zly
600,'\'(-inf-30.4]\'',mezczyzna,12,1300,3,26,16,dobry
300,'\'(42.8-55.2]\'',mezczyzna,17,798.8,3,150,2,dobry
300,'\'(55.2-67.6]\'',kobieta,13,917,1,76,48,dobry
377.69,'\'(30.4-42.8]\'',kobieta,11,1087,2,240,48,dobry
500,'\'(30.4-42.8]\'',mezczyzna,11,2470,0,65,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1538,3,101,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,11,1300,3,44,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1635,3,120,48,dobry
300,'\'(30.4-42.8]\'',kobieta,99,2290.55,0,17,3,dobry
600,'\'(30.4-42.8]\'',mezczyzna,11,1386,0,15,48,zly
200,'\'(67.6-inf)\'',kobieta,13,1167.94,0,373,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1233,2,123,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,13,1530,0,34,48,dobry
800,'\'(30.4-42.8]\'',mezczyzna,11,2983,0,88,48,zly
400,'\'(55.2-67.6]\'',mezczyzna,16,1313.41,3,26,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,3900,0,114,48,dobry
521.49,'\'(55.2-67.6]\'',kobieta,13,1525.46,3,35,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1162,3,223,48,dobry
250,'\'(55.2-67.6]\'',mezczyzna,99,685,3,4,0,zly
500,'\'(67.6-inf)\'',kobieta,13,1200,3,119,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,634,2,50,48,dobry
800,'\'(42.8-55.2]\'',kobieta,16,2300,4,62,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1027,3,7,48,dobry
262.81,'\'(55.2-67.6]\'',kobieta,13,5100,3,27,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,2800,3,59,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,3000,3,93,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,714,4,224,48,dobry
1100,'\'(30.4-42.8]\'',mezczyzna,11,2875.71,3,281,48,dobry
600,'\'(55.2-67.6]\'',kobieta,13,2120,3,119,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1013.74,3,113,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,984,2,9,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1425,1,79,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,720.19,1,93,48,dobry
281.29,'\'(42.8-55.2]\'',kobieta,12,1350,3,21,3,dobry
500,'\'(67.6-inf)\'',kobieta,13,951,3,163,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,98,2000,0,13,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1500,2,85,48,dobry
700,'\'(30.4-42.8]\'',kobieta,11,2200,0,36,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,866.46,0,197,48,dobry
473,'\'(30.4-42.8]\'',kobieta,11,1400,0,101,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1313,0,36,48,zly
300,'\'(-inf-30.4]\'',kobieta,16,540,0,13,48,zly
300,'\'(30.4-42.8]\'',mezczyzna,11,2100,0,64,48,dobry
700,'\'(-inf-30.4]\'',mezczyzna,12,1800,3,9,0,dobry
300,'\'(42.8-55.2]\'',kobieta,12,1009.34,2,28,40,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,1042,0,4,0,dobry
300,'\'(30.4-42.8]\'',mezczyzna,11,979.34,0,190,48,zly
200,'\'(55.2-67.6]\'',kobieta,13,1428.55,3,138,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1000,0,64,48,dobry
400,'\'(30.4-42.8]\'',kobieta,12,660,3,10,27,dobry
200,'\'(67.6-inf)\'',kobieta,13,616,3,248,48,dobry
496.83,'\'(30.4-42.8]\'',kobieta,11,1600,3,13,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,1611,1,142,48,dobry
367.31,'\'(55.2-67.6]\'',kobieta,13,1684,3,19,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1500,3,45,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,13,974,0,83,48,zly
200,'\'(42.8-55.2]\'',kobieta,16,1740,0,114,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,1037,0,39,48,zly
400,'\'(42.8-55.2]\'',kobieta,11,3170,3,288,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,930,4,131,48,dobry
426.66,'\'(42.8-55.2]\'',mezczyzna,12,1574.45,2,30,5,dobry
500,'\'(67.6-inf)\'',kobieta,13,640,0,139,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1474.55,2,65,48,dobry
600,'\'(42.8-55.2]\'',kobieta,12,830.46,2,44,28,dobry
357.31,'\'(30.4-42.8]\'',mezczyzna,11,1261.98,3,35,48,dobry
265.58,'\'(55.2-67.6]\'',kobieta,13,1189,3,69,48,dobry
350,'\'(55.2-67.6]\'',mezczyzna,16,837,2,233,48,dobry
900,'\'(55.2-67.6]\'',kobieta,17,684,3,191,21,dobry
200,'\'(67.6-inf)\'',kobieta,13,965,3,247,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,703,3,25,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,99,750,3,3,2,dobry
600,'\'(42.8-55.2]\'',kobieta,12,1675,3,8,3,dobry
400,'\'(42.8-55.2]\'',kobieta,16,1045.6,4,11,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1137.19,3,96,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1200,3,7,6,dobry
200,'\'(42.8-55.2]\'',kobieta,12,990.34,2,55,17,dobry
327,'\'(42.8-55.2]\'',kobieta,11,2065.98,3,180,48,dobry
400,'\'(30.4-42.8]\'',kobieta,11,800.51,0,19,48,dobry
1000,'\'(42.8-55.2]\'',kobieta,11,5800,3,54,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1817.24,2,17,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1239,3,273,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,1400,2,11,21,dobry
200,'\'(55.2-67.6]\'',mezczyzna,16,763.38,3,213,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,997,3,79,48,dobry
515.96,'\'(55.2-67.6]\'',kobieta,13,1801.41,0,36,48,dobry
241.15,'\'(42.8-55.2]\'',mezczyzna,12,1030,3,7,16,zly
1000,'\'(55.2-67.6]\'',mezczyzna,13,3600,2,86,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,11,1800,3,166,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,1400,0,23,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,2100,2,50,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1212,3,53,48,dobry
700,'\'(67.6-inf)\'',mezczyzna,13,2098,3,199,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,12,600,4,8,19,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,1400,3,13,48,dobry
662.81,'\'(42.8-55.2]\'',mezczyzna,11,3200,3,191,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1000,3,67,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,730,2,567,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,802.83,3,203,48,dobry
369.53,'\'(67.6-inf)\'',kobieta,13,3541.9,1,127,48,dobry
600,'\'(30.4-42.8]\'',kobieta,11,1290,3,18,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,11,3000,4,214,48,dobry
400,'\'(30.4-42.8]\'',mezczyzna,11,2284.23,1,302,48,dobry
200,'\'(67.6-inf)\'',kobieta,16,959.6,3,116,48,dobry
300,'\'(55.2-67.6]\'',kobieta,11,1680,3,389,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,11,1250,0,65,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,425,0,162,48,zly
800,'\'(55.2-67.6]\'',mezczyzna,11,1000,3,63,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1700,3,89,48,dobry
409.15,'\'(55.2-67.6]\'',kobieta,16,892,2,202,48,dobry
294.37,'\'(42.8-55.2]\'',kobieta,12,1050,2,32,3,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1130,3,103,48,dobry
300.4,'\'(55.2-67.6]\'',kobieta,11,1172.2,3,36,48,dobry
600,'\'(30.4-42.8]\'',kobieta,98,5000,2,84,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,1700,3,38,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,611,2,140,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,1320,3,346,48,dobry
426.61,'\'(42.8-55.2]\'',kobieta,11,2470,4,358,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,12220,2,71,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,11,4000,4,9,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,686.16,0,77,48,zly
300,'\'(55.2-67.6]\'',kobieta,16,1132,0,97,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,17,985,4,12,0,dobry
717.02,'\'(55.2-67.6]\'',mezczyzna,13,2010,2,139,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,2800,3,322,48,dobry
500,'\'(67.6-inf)\'',kobieta,13,729.03,4,260,48,dobry
1130.33,'\'(42.8-55.2]\'',kobieta,12,1500,0,13,13,zly
250,'\'(30.4-42.8]\'',mezczyzna,12,700,3,8,15,zly
200,'\'(-inf-30.4]\'',mezczyzna,99,1393.85,2,3,0,dobry
789.27,'\'(55.2-67.6]\'',kobieta,13,860,0,80,48,dobry
600,'\'(-inf-30.4]\'',mezczyzna,11,1085.97,0,1,48,zly
300,'\'(42.8-55.2]\'',mezczyzna,13,1688.82,2,99,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1617.68,2,85,48,dobry
1000,'\'(67.6-inf)\'',kobieta,13,2100,3,55,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,11,1058,0,13,48,dobry
500,'\'(67.6-inf)\'',mezczyzna,13,1700,3,13,48,dobry
454,'\'(30.4-42.8]\'',kobieta,11,2927,2,203,48,dobry
500,'\'(30.4-42.8]\'',mezczyzna,11,2200,0,85,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,1459,1,8,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,936,1,30,48,dobry
2500,'\'(67.6-inf)\'',mezczyzna,13,2612,2,81,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1090.14,3,75,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,16,1600,2,11,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1026,4,250,48,dobry
416.61,'\'(42.8-55.2]\'',mezczyzna,11,2011,0,213,48,dobry
600,'\'(42.8-55.2]\'',mezczyzna,16,588,0,427,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1240,0,70,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1170,2,78,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1077.49,3,376,48,dobry
200,'\'(-inf-30.4]\'',kobieta,12,1100,0,14,3,dobry
200,'\'(42.8-55.2]\'',kobieta,16,685,0,41,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,13,3900,4,29,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1350,2,111,48,dobry
387.31,'\'(42.8-55.2]\'',mezczyzna,12,1952.35,3,3,8,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,1300,0,457,48,dobry
1000,'\'(30.4-42.8]\'',mezczyzna,11,2258,4,75,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,11,1842.86,2,6,48,dobry
250,'\'(55.2-67.6]\'',kobieta,16,1589,0,26,48,dobry
275.97,'\'(30.4-42.8]\'',kobieta,11,1000,3,61,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,12,1000,4,11,14,dobry
600,'\'(55.2-67.6]\'',mezczyzna,13,1217,0,50,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,12,1030,0,8,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1134.96,0,162,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,697,0,126,48,zly
200,'\'(55.2-67.6]\'',kobieta,16,1389,3,91,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,1375.47,1,5,2,dobry
500,'\'(55.2-67.6]\'',kobieta,13,2051,0,139,48,dobry
378.91,'\'(67.6-inf)\'',kobieta,13,1291.18,4,79,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1691.3,0,73,48,dobry
350,'\'(42.8-55.2]\'',kobieta,17,1031,2,51,9,zly
586.65,'\'(55.2-67.6]\'',kobieta,11,1680,4,70,48,dobry
200,'\'(67.6-inf)\'',mezczyzna,13,910.33,3,164,48,dobry
1569.98,'\'(42.8-55.2]\'',mezczyzna,11,2353,3,99,48,dobry
800,'\'(55.2-67.6]\'',mezczyzna,12,2500,2,3,0,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1077,0,185,48,dobry
238.78,'\'(42.8-55.2]\'',kobieta,11,1700,4,207,48,dobry
200,'\'(-inf-30.4]\'',kobieta,11,1373.34,1,58,48,dobry
662.69,'\'(-inf-30.4]\'',mezczyzna,11,2837,0,127,48,zly
400,'\'(42.8-55.2]\'',kobieta,12,1700,4,54,1,dobry
